m.36657	206	2	3	4	4	4	2
m.36658	156	2	1	3	1	2	1
m.3666	213	12	11	11	13	12	13
m.36731	170	5	6	4	8	7	7
m.3675	482	1	1	1	1	1	0
m.3689	731	3	3	2	2	2	2
m.37188	283	0	0	0	2	3	2
m.3723	105	1	0	0	0	1	1
m.37557	428	1	0	0	1	1	2
m.3760	164	1	1	1	1	1	1
m.37732	163	1	1	0	2	2	1
m.378	200	6	9	7	8	8	7
m.37833	126	7	6	8	9	9	6
m.37859	172	1	1	1	3	3	2
m.37922	139	1	1	1	1	1	1
m.37962	437	3	3	3	2	1	2
m.37963	226	2	2	1	1	2	1
m.38017	121	1	1	2	2	2	3
m.38037	198	4	4	4	3	3	4
m.38073	190	2	2	1	2	2	1
m.3808	609	4	7	6	2	4	4
m.3817	410	2	1	0	0	0	0
m.3827	229	1	0	2	1	2	2
m.384	422	25	24	30	26	21	22
m.38468	195	1	0	0	0	0	1
m.12035	180	2	2	3	3	3	3
m.38478	153	0	0	1	1	0	2
m.38509	319	0	1	1	1	1	1
m.38525	104	1	1	1	1	1	2
m.386	335	2	3	1	4	2	2
m.38685	106	1	0	1	0	0	1
m.38705	99	1	0	0	0	0	0
m.3912	229	0	0	1	0	1	1
m.3914	142	2	3	3	2	2	3
m.12048	569	5	6	4	1	3	2
m.3929	668	2	2	2	3	0	1
m.3936	244	3	4	5	2	3	4
m.3953	259	0	2	1	1	0	0
m.3970	459	1	1	2	1	1	1
m.3976	1422	0	1	0	1	0	0
m.3978	582	8	4	7	6	7	5
m.3981	180	1	0	2	1	0	0
m.3988	161	2	2	3	1	1	1
m.3991	359	1	0	0	1	1	1
m.12056	309	0	0	1	0	0	0
m.4	1370	15	14	11	15	16	14
m.4026	349	3	3	3	4	4	6
m.405	356	1	1	0	1	1	0
m.406	119	3	1	4	2	4	2
m.408	537	0	0	1	0	0	0
m.4092	124	18	20	19	16	19	16
m.4111	173	0	1	0	0	0	0
m.4131	303	3	1	2	0	3	1
m.12124	155	1	1	2	1	1	0
m.4166	132	1	1	0	0	1	0
m.4192	379	4	4	3	2	2	2
m.4212	929	9	10	11	8	8	8
m.4224	397	3	1	1	2	2	0
m.4229	273	1	2	1	1	1	2
m.423	229	2	3	5	4	4	4
m.4250	288	12	11	11	14	13	13
m.426	811	5	6	6	0	0	0
m.4268	630	0	1	0	0	0	0
m.1215	381	2	2	2	4	5	3
m.4279	306	0	0	0	0	1	0
m.4286	402	1	1	1	1	1	1
m.43	257	4	2	2	2	1	1
m.4309	396	0	0	0	0	0	1
m.4326	136	1	1	0	0	0	0
m.4327	322	7	6	5	6	4	6
m.4353	392	9	9	9	9	9	9
m.4356	640	1	0	0	1	1	0
m.12175	403	1	2	0	0	2	3
m.4358	403	0	2	0	0	1	0
m.4359	370	0	1	1	1	1	1
m.4371	294	0	2	0	2	1	0
m.4386	383	6	7	4	8	7	9
m.441	423	9	8	5	8	7	11
m.444	342	1	0	0	1	0	1
m.4449	151	1	1	0	1	1	0
m.4453	365	1	0	2	3	2	2
m.450	995	1	0	1	1	1	0
m.12185	535	1	2	2	1	1	1
m.4533	744	0	1	0	0	0	0
m.454	722	0	0	1	0	0	0
m.4541	228	0	0	1	0	1	0
m.4556	530	2	2	2	2	1	2
m.4558	266	0	0	0	0	1	1
m.458	572	1	1	1	1	2	1
m.459	339	3	1	2	0	1	3
m.4593	1009	1	1	0	0	0	0
m.460	402	2	1	2	3	2	3
m.12229	471	12	14	15	12	13	13
m.461	891	0	0	1	0	2	2
m.462	353	3	2	3	4	3	3
m.4641	249	2	1	1	0	0	0
m.466	178	2	1	3	1	2	1
m.4694	414	4	4	4	4	5	5
m.47	1132	0	0	0	1	0	2
m.473	628	1	0	0	0	0	0
m.1223	739	1	1	1	1	1	1
m.4747	349	6	5	5	6	4	5
m.4759	223	10	10	8	9	11	7
m.4855	1250	0	0	0	1	1	1
m.4876	497	7	6	6	9	7	8
m.4878	331	8	3	6	4	3	3
m.4889	468	0	0	0	0	0	1
m.4892	422	0	0	1	2	1	2
m.4894	508	1	0	0	1	0	1
m.4897	319	4	5	4	3	4	4
m.12238	232	11	11	11	9	9	9
m.4900	202	1	1	0	0	1	0
m.4903	2982	0	1	0	0	0	0
m.491	248	8	8	9	15	10	13
m.4911	552	40	43	43	45	48	45
m.4921	158	3	3	3	3	4	4
m.4923	315	8	6	6	5	6	5
m.494	400	0	1	0	0	1	2
m.4943	647	20	19	20	19	17	16
m.4946	322	1	0	1	0	0	1
m.4974	208	0	1	0	0	0	0
m.4978	368	27	29	30	31	33	34
m.4988	204	1	1	1	0	0	0
m.4990	351	1	0	0	1	1	0
m.4998	325	1	0	1	2	2	1
m.5005	481	7	6	6	8	9	7
m.5012	2350	53	52	50	57	55	53
m.5020	224	4	6	5	3	3	2
m.5022	151	4	6	4	6	4	5
m.12326	225	1	1	0	0	1	0
m.5028	1007	19	19	20	25	25	27
m.5030	279	9	11	10	12	12	11
m.5036	327	2	0	1	1	4	4
m.504	1022	0	0	0	1	1	2
m.5045	171	1	1	1	1	0	0
m.5056	403	1	1	1	1	3	1
m.5061	506	5	6	6	6	8	7
m.5062	346	1	1	2	2	2	2
m.5064	342	6	6	6	8	8	7
m.12334	1458	2	2	1	1	2	1
m.5076	1105	4	8	6	4	2	3
m.508	371	0	0	0	2	0	1
m.5080	107	7	6	3	8	8	7
m.5081	198	8	8	9	7	8	5
m.5096	1402	2	1	1	1	2	0
m.5097	291	0	0	0	0	0	1
m.5109	131	2	1	0	1	1	2
m.5113	272	2	3	3	2	3	2
m.5116	342	1	0	1	0	0	0
m.5120	694	12	14	13	15	17	14
m.1235	511	1	1	1	3	2	1
m.5125	382	0	0	0	0	1	1
m.5128	376	3	2	2	2	1	3
m.5142	151	3	4	4	2	1	3
m.5146	126	2	3	2	2	1	2
m.5147	416	6	5	3	1	1	1
m.5150	488	0	1	1	1	1	0
m.5161	451	3	2	4	5	6	5
m.5182	409	12	13	9	12	12	11
m.5186	242	22	27	26	26	28	31
m.1238	450	1	2	1	4	0	2
m.5189	253	1	1	0	0	1	1
m.519	515	7	8	6	7	7	9
m.5191	2106	5	2	4	3	0	1
m.5199	639	0	0	0	1	0	1
m.5216	1018	1	0	0	1	1	1
m.523	663	2	1	0	0	0	0
m.5250	227	1	1	2	2	1	2
m.5253	335	14	12	11	13	13	11
m.5256	138	3	2	4	2	4	2
m.12417	694	2	2	1	2	2	2
m.5270	380	0	1	2	0	0	0
m.5277	148	0	0	0	0	0	2
m.5290	1690	7	7	4	7	9	8
m.5296	670	1	0	0	0	1	0
m.5305	270	2	3	3	3	3	5
m.5309	1972	61	57	59	46	48	54
m.531	580	3	3	4	3	3	3
m.5315	882	5	4	5	4	4	2
m.5317	354	6	6	5	7	5	6
m.532	113	6	7	7	5	6	7
m.1249	263	3	2	2	4	3	4
m.534	225	8	9	7	3	4	4
m.5347	415	3	3	4	3	3	3
m.535	370	1	2	2	4	4	3
m.5352	328	0	0	1	1	1	1
m.5354	547	5	4	3	8	8	6
m.5358	207	2	0	1	1	1	0
m.5364	172	5	5	5	4	6	6
m.5369	500	9	8	9	7	6	6
m.5372	300	1	0	0	2	1	1
m.5384	568	0	1	1	1	1	1
m.12521	914	7	6	7	5	5	3
m.5390	842	5	3	3	2	2	2
m.5400	164	2	3	3	5	6	6
m.5403	461	3	3	5	4	4	4
m.5407	595	7	8	7	8	6	7
m.5415	188	5	4	6	5	5	4
m.5422	1121	6	4	5	3	4	5
m.5425	415	12	13	9	8	6	7
m.5442	167	8	9	6	10	11	9
m.12589	426	0	0	1	0	0	0
m.5457	390	0	1	0	0	1	1
m.5459	641	0	0	0	0	1	0
m.5463	882	41	39	42	41	42	44
m.5465	622	0	0	0	1	3	3
m.5484	707	1	1	1	3	2	2
m.5487	105	1	1	1	1	1	1
m.5493	248	0	0	0	1	0	0
m.550	489	12	9	11	7	6	7
m.5502	228	6	5	6	2	3	2
m.5507	231	2	2	1	1	2	1
m.12606	311	1	1	1	0	0	0
m.5513	246	4	4	3	1	1	2
m.5516	387	5	4	4	4	6	7
m.5519	372	0	0	0	1	1	0
m.552	338	8	6	4	8	6	11
m.5522	429	3	1	3	1	3	1
m.5525	456	10	10	12	10	12	10
m.5528	192	0	0	0	1	2	1
m.5535	314	3	2	0	3	1	3
m.5538	480	14	17	13	18	12	15
m.1261	196	1	2	3	2	1	2
m.5581	320	3	2	3	3	3	3
m.5583	175	2	2	2	1	1	3
m.5593	175	0	1	1	2	2	1
m.56	236	5	6	6	5	4	5
m.5603	203	0	0	1	1	0	0
m.5606	190	0	2	1	1	2	2
m.5611	317	7	8	8	10	11	10
m.5613	134	3	6	4	3	4	4
m.5618	330	1	1	1	3	3	2
m.5620	959	0	0	0	0	0	1
m.12642	195	11	13	13	14	15	15
m.5624	813	7	7	4	5	4	3
m.5628	431	11	11	8	16	13	16
m.5644	430	7	5	5	10	7	7
m.5659	127	3	3	4	3	3	4
m.5664	242	11	10	9	12	15	10
m.5665	346	5	3	3	5	3	5
m.5669	235	2	1	1	1	1	1
m.5670	433	1	1	1	1	1	1
m.5676	297	2	2	2	2	1	2
m.5677	398	1	1	1	1	1	1
m.5686	252	0	0	0	2	1	1
m.5692	394	1	1	0	0	0	0
m.5724	205	1	2	1	0	0	1
m.5735	289	0	0	0	1	0	0
m.5752	384	0	0	0	1	0	0
m.5753	396	3	3	2	3	2	4
m.5755	241	1	3	2	1	2	2
m.579	570	9	9	6	4	5	2
m.12662	470	5	4	4	4	3	3
m.580	344	14	15	13	15	13	14
m.5803	326	1	2	1	2	2	1
m.5804	1293	3	4	4	3	4	4
m.5811	486	14	14	14	21	19	13
m.5813	899	0	1	1	0	0	0
m.5828	1791	4	3	4	4	2	3
m.585	748	0	0	0	0	0	1
m.5851	386	1	0	0	0	0	0
m.5859	199	6	8	9	7	8	7
m.5867	472	1	0	0	1	3	1
m.10135	467	7	3	5	6	9	7
m.12686	459	0	2	0	1	0	1
m.5869	404	0	2	3	2	1	2
m.5870	1080	5	2	5	4	3	4
m.5891	357	2	0	0	0	0	0
m.5898	324	0	0	0	0	0	1
m.5900	332	1	0	0	1	1	2
m.592	568	1	2	1	1	1	0
m.5924	163	0	0	1	0	0	0
m.5940	470	9	5	5	6	9	10
m.5946	412	1	0	0	2	0	0
m.5947	328	3	5	4	5	3	3
m.12695	530	0	0	0	1	1	2
m.595	591	7	4	4	6	4	4
m.5953	1295	19	17	19	15	14	16
m.5961	726	20	21	25	11	10	9
m.5981	145	2	0	2	3	4	2
m.599	163	1	0	1	1	2	2
m.6000	281	7	6	4	6	5	4
m.6006	339	21	19	19	20	20	20
m.6024	399	2	2	1	3	2	2
m.604	626	3	2	3	3	6	4
m.12698	142	2	3	3	1	1	2
m.6043	332	0	1	1	0	1	1
m.6058	1126	0	0	0	0	1	0
m.606	401	8	9	8	7	7	6
m.6062	535	6	10	8	7	7	5
m.6067	290	5	3	3	2	3	2
m.6098	224	1	1	0	0	0	0
m.6106	1183	4	4	5	3	5	5
m.611	550	1	2	1	0	1	0
m.6130	287	9	8	10	5	5	5
m.12713	362	0	1	1	0	0	0
m.6137	829	1	2	2	0	2	0
m.6149	834	7	6	8	6	6	6
m.6153	459	2	2	2	1	1	1
m.6160	246	3	2	2	1	2	3
m.6161	297	1	1	2	2	3	2
m.6174	243	9	10	11	15	13	14
m.6186	860	2	3	2	0	0	0
m.6190	936	0	0	0	2	0	2
m.6192	463	4	5	3	2	2	3
m.6193	694	4	3	2	4	3	3
m.12716	167	2	2	2	3	2	1
m.6207	485	2	2	3	1	3	1
m.6212	640	18	19	19	14	14	18
m.6219	1290	3	2	1	1	1	1
m.6233	239	0	0	0	0	0	1
m.6235	1030	1	1	1	0	0	1
m.6258	470	1	3	3	2	2	2
m.6266	564	5	6	5	3	4	1
m.628	379	2	1	0	0	0	1
m.6293	273	0	0	0	1	0	0
m.6354	185	2	2	1	3	3	3
m.6363	693	0	0	0	2	1	0
m.6370	313	12	12	12	13	12	13
m.6404	402	1	2	2	1	0	1
m.6408	422	0	1	1	1	1	0
m.6414	454	2	4	3	4	3	3
m.651	113	6	5	7	11	10	8
m.6511	281	3	4	3	3	5	4
m.6522	302	9	7	7	1	1	1
m.12722	407	2	1	1	2	1	2
m.6534	473	0	0	0	1	1	0
m.6554	533	9	9	9	9	8	8
m.657	677	5	6	3	8	7	7
m.6574	602	0	0	1	0	1	0
m.6603	632	1	1	1	0	0	0
m.6620	708	6	5	6	5	7	6
m.6627	1941	51	42	44	59	62	62
m.6645	175	1	1	0	1	0	1
m.6650	137	2	1	2	1	2	1
m.12725	224	2	5	5	7	6	5
m.6654	227	2	3	3	2	1	2
m.6678	2678	3	4	1	5	2	2
m.6692	457	1	1	0	1	1	2
m.6698	487	11	14	16	15	17	15
m.6705	727	4	3	4	2	3	3
m.6707	440	1	1	1	1	0	0
m.6724	676	7	7	8	9	10	6
m.6735	993	0	0	0	0	1	0
m.6750	260	5	6	8	5	9	10
m.12732	698	9	9	9	10	10	11
m.6764	636	0	0	0	2	1	2
m.6777	271	1	1	1	3	1	2
m.6795	338	0	0	1	1	1	1
m.681	2015	35	32	34	37	31	37
m.6816	173	4	2	3	1	2	3
m.6822	465	4	4	5	3	2	2
m.6835	423	4	4	3	1	4	3
m.6841	251	0	0	0	1	0	0
m.6844	389	6	7	5	2	3	5
m.12733	700	0	1	0	2	3	2
m.6864	607	1	0	0	0	0	0
m.6865	1038	1	0	1	0	1	1
m.6883	567	8	13	11	7	10	8
m.6956	142	0	0	0	0	1	1
m.6975	388	1	3	2	2	3	3
m.698	256	1	1	1	2	2	2
m.6990	479	6	7	5	8	9	9
m.7005	1086	12	15	15	11	15	12
m.10138	474	0	1	1	3	0	1
m.12740	434	4	3	3	3	3	4
m.7051	436	0	0	0	4	2	3
m.7115	1367	2	1	0	2	2	2
m.7131	978	2	1	1	2	1	1
m.7140	275	4	4	4	4	4	5
m.7206	974	0	2	3	3	4	4
m.721	1283	0	0	1	0	0	0
m.7211	854	1	0	0	0	0	0
m.7240	672	3	0	0	0	1	0
m.7242	348	0	1	0	1	2	0
m.7262	373	18	14	16	12	13	15
m.12744	483	4	4	2	2	3	2
m.7285	870	1	1	1	1	1	0
m.7288	361	3	3	4	3	3	3
m.7296	413	16	20	19	20	19	19
m.7297	100	3	4	5	5	5	6
m.7320	149	1	1	1	1	1	1
m.733	773	2	3	3	3	4	1
m.7348	315	5	4	4	2	2	2
m.7374	436	4	3	3	3	1	2
m.7375	539	1	1	1	1	1	1
m.738	140	4	4	4	0	0	0
m.12757	255	5	5	4	5	5	6
m.7404	524	49	49	52	52	50	50
m.7426	502	20	14	18	18	18	21
m.745	243	8	8	9	8	6	7
m.7457	110	2	2	2	4	3	2
m.7461	430	3	5	4	3	2	4
m.7469	537	1	2	2	3	1	1
m.7509	441	0	1	1	0	0	1
m.7513	255	1	2	1	0	0	0
m.753	343	1	2	1	2	1	2
m.12762	252	2	3	1	0	0	0
m.7561	417	0	1	0	0	0	1
m.7582	540	1	4	4	3	2	1
m.7588	415	1	1	0	0	1	1
m.7592	467	6	6	5	6	5	6
m.7593	596	0	0	0	1	1	1
m.7595	1291	29	34	33	45	45	43
m.7626	466	1	2	0	0	0	4
m.7630	342	1	0	0	0	0	0
m.7637	482	0	0	0	1	1	0
m.7647	1472	2	3	3	1	0	1
m.765	688	0	2	2	0	0	0
m.7660	262	0	0	0	0	1	1
m.7663	465	3	3	2	1	3	2
m.7667	285	6	7	5	2	3	1
m.7674	481	4	7	4	5	4	4
m.77	597	23	25	23	28	24	28
m.772	418	7	7	8	2	3	3
m.7741	384	35	34	35	31	33	30
m.7744	503	2	1	2	1	1	1
m.12770	763	1	0	0	1	0	1
m.7751	288	4	4	5	1	1	2
m.7798	205	0	0	0	1	1	1
m.782	388	16	15	14	15	14	15
m.7823	187	0	0	1	0	0	0
m.7834	739	0	0	0	0	1	0
m.7836	367	0	0	1	1	0	0
m.7866	258	0	2	0	0	0	0
m.787	428	12	12	12	12	14	13
m.12781	500	0	0	1	0	0	0
m.8003	356	2	1	1	1	1	1
m.8023	472	1	2	2	1	2	2
m.8222	467	13	13	12	14	13	13
m.8227	922	1	1	0	0	0	1
m.8232	523	7	9	7	6	4	4
m.8233	1215	23	26	27	25	26	25
m.8241	512	1	1	1	1	1	1
m.8265	286	1	0	0	0	1	0
m.12786	174	1	1	1	0	1	0
m.8342	908	32	32	34	23	20	20
m.8376	1390	2	3	5	1	0	0
m.849	171	5	5	4	4	5	5
m.858	537	2	3	2	1	1	1
m.8594	352	7	5	6	4	4	4
m.860	473	8	7	7	4	4	3
m.8609	175	1	1	1	0	1	0
m.8646	552	0	1	1	0	0	0
m.865	271	5	6	5	7	5	5
m.12790	138	2	2	4	3	4	3
m.8696	278	2	2	2	1	1	1
m.8709	507	3	3	3	2	1	3
m.873	140	1	1	1	2	2	1
m.8730	570	2	2	1	2	2	2
m.8735	575	0	0	0	1	0	1
m.8740	1003	1	1	1	0	0	0
m.8779	150	1	1	1	0	1	1
m.8796	376	6	4	6	5	4	3
m.8799	389	2	1	2	4	3	3
m.8844	218	0	0	0	1	1	2
m.12795	196	0	0	0	1	1	1
m.8870	312	6	7	8	10	9	10
m.8872	406	5	7	7	5	7	4
m.8875	267	3	5	5	2	4	5
m.8877	241	2	4	3	7	4	7
m.8880	300	4	5	3	4	4	5
m.8885	757	5	6	4	3	4	5
m.8900	399	9	10	11	14	14	13
m.8901	709	1	1	1	1	1	1
m.8908	660	1	1	1	1	2	0
m.8913	420	4	4	2	0	3	2
m.10194	572	7	11	10	12	9	12
m.12796	156	4	0	0	3	3	1
m.892	692	2	0	3	5	5	3
m.8927	151	0	1	1	1	1	1
m.8928	359	4	3	4	4	4	5
m.8932	510	5	4	5	6	5	6
m.8936	197	0	2	1	2	2	1
m.8939	146	3	2	2	2	2	3
m.8941	216	2	4	3	3	3	4
m.8943	224	2	1	1	1	1	1
m.8947	2092	4	3	2	3	3	2
m.8953	221	2	4	3	2	3	2
m.12810	529	2	2	3	3	2	2
m.8957	494	2	1	2	1	2	1
m.90	277	0	0	1	1	1	2
m.9015	170	5	5	4	4	3	3
m.9021	106	1	2	2	3	2	3
m.9022	1133	24	22	21	14	16	14
m.9023	1893	0	1	0	0	0	0
m.9034	345	1	1	1	1	0	0
m.9052	1364	4	4	3	5	2	3
m.9058	352	12	15	11	13	11	12
m.12818	193	7	7	4	8	7	8
m.9062	253	1	1	1	1	1	1
m.9072	179	2	2	1	1	1	2
m.9073	508	6	7	4	4	5	5
m.9086	773	7	6	6	11	10	10
m.9089	726	2	3	3	0	1	1
m.9097	494	2	3	3	2	1	0
m.9104	238	0	0	0	0	0	1
m.9110	140	4	4	3	4	2	4
m.9122	382	1	1	1	1	2	2
m.12824	377	9	10	8	11	10	11
m.9133	155	3	2	2	2	0	0
m.9135	505	0	0	1	2	2	2
m.9137	549	4	4	3	1	2	1
m.9151	279	3	1	2	2	3	1
m.9155	254	1	0	0	0	0	0
m.9167	564	2	4	3	5	6	5
m.9176	257	3	3	4	4	4	3
m.918	345	10	11	9	8	9	7
m.9181	139	1	1	1	1	2	2
m.9199	682	0	0	0	1	0	0
m.12825	688	0	0	0	0	1	0
m.9226	462	13	14	13	16	19	15
m.923	391	0	1	1	0	0	0
m.924	786	5	5	6	4	4	3
m.9242	256	2	3	2	1	1	2
m.925	826	17	11	15	18	14	11
m.9253	509	1	1	2	2	2	1
m.9284	447	4	6	7	2	2	1
m.9295	226	4	3	2	1	2	1
m.9312	311	1	1	1	1	1	1
m.9319	314	1	2	1	1	1	1
m.9322	625	2	0	2	1	0	1
m.9330	588	8	4	7	8	5	4
m.9340	260	0	1	1	1	1	1
m.9341	306	0	0	0	1	0	0
m.9366	437	1	1	1	2	2	1
m.9386	745	1	0	0	0	0	0
m.9399	268	1	1	5	1	0	1
m.940	484	3	1	3	4	4	3
m.1283	112	4	5	5	6	6	6
m.9411	328	9	9	8	13	11	11
m.9424	545	31	32	36	43	46	39
m.9432	802	0	0	0	0	2	0
m.9447	704	8	7	8	4	5	3
m.9472	530	0	0	1	0	0	0
m.9474	609	0	1	1	2	2	1
m.9478	1342	25	31	27	24	23	23
m.948	269	2	3	3	2	1	1
m.12839	312	1	1	1	1	1	1
m.9482	331	2	1	1	2	2	2
m.949	153	5	6	4	4	3	4
m.9498	636	1	1	1	1	0	0
m.951	473	0	0	0	1	1	1
m.9511	681	3	4	4	3	4	3
m.9546	175	5	3	3	2	4	2
m.9560	412	0	0	0	4	3	4
m.9561	429	5	3	5	6	5	2
m.9566	251	5	5	5	3	3	3
m.9571	451	1	0	1	1	1	1
m.9578	173	3	3	3	3	3	4
m.9587	410	0	1	0	1	1	0
m.9595	223	22	21	21	23	27	25
m.9596	217	1	0	0	1	0	0
m.9604	530	1	1	1	3	3	4
m.9611	446	1	0	1	0	0	0
m.9621	354	1	0	0	1	1	2
m.9628	960	4	2	1	1	2	2
m.12872	385	1	0	2	2	2	2
m.965	551	6	8	8	5	5	4
m.9652	236	6	8	6	8	7	8
m.9689	170	5	5	4	4	2	4
m.9699	450	0	3	0	0	0	0
m.972	503	1	1	1	0	0	0
m.9723	684	5	7	9	15	13	14
m.9734	585	0	1	2	1	2	1
m.9753	748	6	6	3	2	3	6
m.9774	382	3	3	4	1	1	2
m.9778	264	2	1	1	1	0	0
m.10260	232	1	1	3	0	0	0
m.12895	388	1	1	1	0	0	1
m.9779	278	1	1	4	2	1	3
m.9807	393	8	7	6	7	8	8
m.9816	202	2	2	2	2	3	2
m.983	610	2	3	2	4	4	4
m.9853	405	1	1	1	0	0	1
m.9873	222	6	6	7	4	6	2
m.9886	890	0	0	0	0	1	1
m.9891	150	2	2	3	2	3	2
m.9935	160	2	1	1	1	0	1
m.9939	196	5	4	5	4	5	4
m.9956	418	0	1	1	0	0	0
m.9972	351	0	0	0	1	1	1
m.9986	274	4	3	5	4	6	4
P02769	607	13	0	0	6	34	85
m.12917	415	1	1	1	1	1	1
m.12941	323	5	3	6	4	4	3
m.1296	468	4	5	5	4	4	4
m.12970	372	1	2	0	2	2	2
m.12976	264	2	2	2	2	3	3
m.12991	100	13	10	11	15	16	16
m.12999	500	0	1	0	1	0	0
m.10289	705	1	0	1	1	1	1
m.1301	177	2	2	2	4	4	4
m.10199	219	5	3	6	5	5	6
m.10560	427	4	1	2	3	3	4
m.10605	698	0	1	0	0	0	0
m.10713	218	9	8	9	8	8	12
m.12813	219	1	2	1	1	2	1
m.11115	300	2	1	1	0	0	0
m.2713	305	0	0	0	0	2	0
m.113	378	13	10	11	14	17	12
m.11458	213	1	1	1	0	0	0
m.11995	326	2	4	1	0	0	0
m.31539	379	1	3	4	4	3	1
m.5696	189	3	3	3	2	3	3
m.12129	447	19	20	20	19	24	22
m.29835	460	19	20	20	19	24	22
m.13026	699	1	0	1	1	1	2
m.1245	204	12	14	15	11	14	13
m.9299	205	2	2	1	3	2	1
m.15067	179	2	2	1	0	0	2
m.10914	217	2	0	0	1	0	1
m.17885	208	0	2	1	1	1	0
m.18748	201	0	0	1	0	0	0
m.1509	223	2	0	3	2	0	2
