m.10744	282	5	3	7	6	5	7	4	5	0	2	4	5	1	5	5	6
m.10756	2004	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m.10763	330	3	2	1	2	2	1	0	0	0	1	1	2	0	0	0	1
m.10775	441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10779	234	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
m.10784	177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10807	572	10	15	8	18	18	23	13	13	8	25	15	12	5	8	9	17
m.10812	189	1	1	1	2	1	1	1	0	0	3	2	1	0	1	0	0
m.10816	192	2	2	1	1	2	1	1	1	1	3	1	2	1	1	2	1
m.10817	422	1	0	0	0	1	1	1	1	0	1	1	0	0	2	0	0
m.10818	372	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
m.10831	206	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
m.10852	208	2	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1
m.10862	241	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0
m.10878	258	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
m.10883	471	9	5	5	7	9	6	3	6	1	4	7	6	1	8	4	6
m.10886	397	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
m.1089	117	3	1	3	3	4	4	4	2	2	5	5	5	2	5	5	4
m.10893	298	3	7	11	8	11	3	9	9	1	19	12	10	1	5	2	12
m.10901	228	3	3	2	4	3	0	3	2	0	3	1	1	0	2	1	1
m.10905	398	4	2	4	2	2	2	4	2	0	2	3	2	1	3	2	4
m.10914	217	1	1	2	1	3	0	1	1	1	1	2	2	0	1	2	5
m.10923	594	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
m.10928	723	2	2	5	1	2	1	1	1	0	4	3	1	0	3	2	2
m.10929	475	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
m.10938	346	2	3	2	2	5	1	0	1	2	2	3	2	0	2	0	1
m.10944	532	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
m.10974	566	7	8	6	5	8	7	6	4	5	7	4	7	2	9	5	7
m.10984	437	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
m.10998	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.110	1165	25	26	24	30	36	14	24	19	17	25	36	24	10	28	16	21
m.1100	513	3	3	2	5	4	3	5	3	0	5	3	5	0	4	1	5
m.11013	280	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
m.1103	1107	0	0	2	1	1	0	0	0	0	1	2	1	0	0	1	0
m.11035	299	1	1	1	1	1	1	0	1	1	2	2	2	0	1	0	1
m.11041	876	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
m.11045	121	3	2	4	0	1	1	2	0	2	1	1	1	1	1	1	1
m.11100	1144	7	6	4	7	4	3	5	7	2	4	3	4	2	4	2	5
m.11107	150	7	7	6	9	4	7	6	5	4	8	7	7	3	8	6	6
m.11149	227	6	6	4	6	4	5	3	6	1	6	3	4	4	5	2	4
m.11152	593	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0
m.11180	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.1126	148	1	1	1	1	1	2	2	2	1	1	0	0	1	1	0	1
m.11265	213	1	2	2	0	1	3	2	2	2	1	2	1	1	5	1	3
m.11277	156	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m.113	378	31	71	53	43	45	24	50	61	15	30	24	22	10	43	29	36
m.11307	740	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m.11319	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.1133	280	0	1	0	1	0	0	0	0	0	1	1	1	0	2	0	1
m.11340	155	1	2	1	2	1	0	1	1	2	1	2	1	1	1	2	1
m.11346	282	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
m.1135	538	4	5	6	3	8	2	4	2	0	3	2	1	0	5	4	5
m.11354	351	8	7	6	6	8	4	6	5	5	8	4	4	4	5	4	4
m.11360	287	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
m.11369	202	2	3	2	0	2	0	2	0	1	1	2	1	0	2	1	1
m.11384	390	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m.11397	230	0	1	2	0	0	1	0	1	1	1	1	0	0	1	0	0
m.1140	109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
m.11401	144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.11405	546	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m.1141	910	2	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0
m.11430	456	2	2	2	0	2	0	1	0	0	0	4	0	0	4	0	1
m.11434	319	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
m.11436	297	1	0	3	0	0	1	0	0	1	0	1	0	1	2	1	1
m.11439	174	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
m.11443	1087	0	0	0	0	0	0	0	0	0	1	0	2	0	2	2	0
m.1145	390	2	4	5	0	4	2	2	1	3	4	4	4	1	2	2	4
m.11458	213	6	4	3	2	1	2	2	2	1	0	1	0	0	0	0	1
m.11472	334	2	3	3	1	3	1	4	2	1	3	0	2	0	2	3	1
m.1149	736	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1
m.115	216	5	2	1	4	4	1	2	2	2	3	2	5	0	2	2	3
m.11523	224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m.11536	523	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
m.11543	385	8	3	6	2	3	6	2	5	7	6	3	4	6	1	4	4
m.11544	157	1	0	0	0	0	0	0	0	3	4	0	1	1	0	3	0
m.11552	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.11553	214	4	5	6	6	4	3	7	3	5	6	7	2	3	6	4	3
m.1157	147	1	2	2	2	0	1	1	1	1	0	1	2	1	1	0	1
m.11603	537	1	1	0	2	3	0	0	0	0	4	3	3	0	2	0	5
m.1163	121	3	1	2	2	3	1	4	2	2	4	5	3	2	4	4	3
m.11636	357	2	0	1	0	3	0	1	0	0	2	1	0	0	1	0	0
m.11654	271	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m.11687	197	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
m.11700	147	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m.11717	327	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1
m.11724	829	4	2	2	1	1	0	2	3	0	0	0	0	0	0	1	1
m.11725	118	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
m.11744	384	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	1
m.11754	237	4	6	1	2	2	4	2	4	3	4	3	2	1	3	4	3
m.1177	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.11774	144	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
m.11786	188	0	0	0	1	2	0	0	1	0	0	1	0	0	1	0	1
m.11819	281	2	1	1	2	2	0	0	1	0	3	2	1	0	3	0	2
m.11820	1432	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
m.11826	566	0	0	3	1	1	0	1	0	0	0	0	2	0	3	0	2
m.11831	212	3	3	2	3	2	3	4	2	2	1	3	3	4	5	0	4
m.11832	897	4	3	3	4	6	0	5	4	1	3	4	3	2	5	1	3
m.11839	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.1184	205	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m.11842	252	4	1	1	0	2	1	1	1	0	2	1	1	0	0	0	0
m.11876	224	0	3	1	0	0	3	0	0	1	2	0	0	0	1	1	0
m.1188	293	5	3	7	4	5	3	4	3	1	3	2	3	1	4	1	2
m.11907	647	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
m.11916	339	1	0	1	1	1	0	1	1	0	3	0	1	0	1	0	1
m.11921	315	0	1	1	1	2	0	1	1	0	0	1	0	0	1	0	2
m.11924	283	1	0	2	0	2	0	1	0	0	0	0	0	0	1	0	1
m.11933	202	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0
m.11960	265	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
m.11971	202	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
m.11995	326	3	0	2	5	4	1	1	2	4	3	3	2	2	1	1	2
m.12002	156	0	1	3	0	1	1	1	1	0	1	0	1	0	2	0	0
m.12007	433	7	4	4	3	5	4	1	3	0	4	2	2	0	2	1	1
m.12009	511	3	2	2	1	1	2	1	3	0	1	4	3	0	4	2	4
m.12015	609	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m.12028	524	1	2	4	1	4	0	2	0	1	3	0	1	0	0	0	4
m.12035	180	1	1	0	1	1	1	2	1	1	1	2	2	1	1	1	2
m.12037	240	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
m.1204	135	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
m.12048	569	5	10	9	9	7	6	3	4	5	11	6	5	3	3	8	6
m.12051	247	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
m.12056	309	1	2	2	4	0	3	0	1	2	4	0	0	2	0	0	3
m.12059	353	1	2	2	2	4	2	2	2	0	0	1	1	0	1	1	1
m.12069	191	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0
m.12097	491	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m.12124	155	0	1	2	0	3	0	0	0	0	1	1	3	0	1	0	1
m.12129	447	84	110	77	135	113	83	135	72	32	75	91	66	13	106	62	94
m.12145	691	0	1	2	0	0	1	0	1	1	1	0	0	0	1	0	1
m.1215	381	1	6	10	3	9	4	7	4	3	11	6	7	4	8	9	9
m.12175	403	2	1	3	3	2	2	3	5	2	3	3	3	0	4	4	7
m.12185	535	2	1	1	1	2	0	0	0	0	2	1	1	0	3	0	0
m.12223	174	1	0	1	0	0	1	0	0	2	1	0	0	2	0	0	0
m.12229	471	22	18	21	18	21	14	16	15	15	22	19	15	10	25	17	20
m.1223	739	0	0	2	1	1	0	2	0	0	0	0	0	0	1	0	1
m.12238	232	16	15	8	13	8	12	14	10	7	9	8	7	3	8	6	6
m.12268	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
m.12276	385	1	0	0	0	3	0	0	0	0	1	1	1	0	0	0	1
m.12279	333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.12286	483	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
m.12306	644	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
m.12326	225	0	0	0	0	1	0	2	1	0	0	2	0	0	1	1	0
m.12334	1458	0	1	1	1	0	1	1	1	1	2	1	1	1	2	1	0
m.1235	511	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
m.12363	254	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
m.12364	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.12376	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.1238	450	2	1	3	1	0	2	0	1	2	3	1	1	1	0	1	1
m.12417	694	1	3	2	1	2	0	3	1	0	3	2	2	0	2	4	2
m.1245	204	12	8	8	11	15	6	11	9	3	11	14	9	2	10	7	10
m.12487	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.1249	263	18	17	17	14	19	15	6	14	4	17	9	14	3	16	10	15
m.12509	128	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.12521	914	7	6	15	7	8	8	8	2	0	4	5	2	0	4	1	3
m.12533	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.12589	426	1	0	0	0	2	0	0	1	0	0	2	1	0	0	0	2
m.12606	311	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
m.1261	196	1	1	1	0	2	2	1	0	1	4	1	0	0	1	2	1
m.12622	445	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m.12635	472	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1
m.12642	195	31	30	34	28	21	28	24	25	13	21	26	22	12	21	22	23
m.12643	211	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
m.12647	377	0	0	1	1	2	0	0	0	1	4	1	1	0	0	0	1
m.12648	162	5	1	1	2	0	4	1	2	1	3	1	1	2	1	0	1
m.1265	381	1	2	0	2	0	1	1	1	0	0	0	0	0	0	0	1
m.12659	176	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m.12662	470	9	4	3	4	4	3	4	1	1	2	5	3	1	2	2	2
m.12676	293	0	0	2	1	1	1	1	1	0	2	2	1	0	1	1	1
m.12686	459	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0
m.12693	1749	3	2	2	5	1	0	0	7	0	2	15	11	0	9	2	2
m.12698	142	6	3	2	3	2	3	2	2	0	2	0	1	0	2	2	3
m.12699	199	3	2	5	2	5	2	4	2	1	6	7	5	1	3	4	1
m.12709	550	12	6	8	8	4	5	8	5	2	5	7	3	1	7	4	6
m.12711	510	7	8	6	4	4	5	6	4	3	3	4	2	1	3	3	4
m.12713	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.12716	167	0	2	2	1	4	1	1	1	1	6	3	4	0	3	1	3
m.1272	921	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m.12722	407	0	1	1	2	0	0	0	0	0	2	2	0	0	2	1	2
m.12724	296	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	1
m.12725	224	3	4	5	6	5	3	4	2	1	5	7	6	2	6	6	5
m.12731	191	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
m.12732	698	10	8	3	18	15	3	12	5	0	7	14	8	0	8	1	8
m.12733	700	2	2	3	9	6	1	7	2	0	3	4	1	0	4	2	3
m.12740	434	5	4	6	3	5	3	6	1	1	3	4	3	1	6	3	2
m.12744	483	2	1	3	0	4	2	1	2	2	5	2	1	1	1	2	4
m.12749	100	0	0	2	0	1	0	1	0	0	0	3	0	0	1	0	1
m.12757	255	4	6	5	6	5	4	6	6	7	7	5	6	2	8	4	6
m.1276	494	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1
m.12762	252	11	15	5	4	18	1	1	8	0	2	5	2	0	22	3	8
m.12764	395	1	1	0	1	3	1	0	0	0	1	0	0	0	0	0	1
m.12766	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.12770	763	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m.12773	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
m.12781	500	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m.12786	174	2	2	3	1	2	2	1	2	1	2	2	1	1	1	3	3
m.12790	138	8	4	12	6	5	2	1	8	5	3	2	4	6	1	6	6
m.12796	156	7	4	5	4	3	6	2	3	3	4	2	1	0	4	5	1
m.12799	378	3	1	1	3	2	0	0	1	0	1	0	0	0	1	0	2
m.1281	317	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1
m.12810	529	7	8	5	9	7	4	3	4	1	4	3	2	0	5	3	3
m.12813	219	2	2	1	1	1	1	0	1	0	1	2	1	0	2	1	1
m.12818	193	3	5	8	13	6	7	5	6	10	12	9	8	8	6	5	7
m.12824	377	23	20	14	14	22	6	20	10	1	8	22	9	1	30	16	17
m.12825	688	1	1	1	1	1	0	2	1	0	2	0	1	0	1	0	0
m.12829	263	1	2	1	2	0	0	1	1	0	1	0	1	0	1	1	1
m.1283	112	3	1	2	1	5	1	1	1	0	1	4	2	0	2	0	2
m.12839	312	3	2	3	0	1	4	2	2	3	3	2	4	2	3	2	3
m.12842	247	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.12859	409	1	1	1	2	1	2	0	2	0	1	0	0	0	1	0	1
m.1286	2829	307	288	246	238	215	251	209	203	201	232	161	198	150	229	191	176
m.12872	385	1	0	1	2	2	2	2	1	1	1	1	1	0	0	2	1
m.12890	232	2	1	0	1	3	1	1	1	0	1	1	0	0	1	0	1
m.12895	388	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m.129	503	1	0	0	2	2	0	2	1	1	2	0	0	0	0	0	2
m.12908	337	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0
m.12917	415	2	2	0	5	2	2	1	0	5	7	0	0	1	7	2	0
m.12921	178	3	2	2	1	1	1	2	1	1	1	5	2	1	2	2	2
m.12924	284	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0
m.12925	307	0	0	1	1	1	0	1	0	0	1	0	0	0	2	1	1
m.12931	406	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0
m.12936	320	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
m.12941	323	8	5	8	4	3	7	4	6	5	7	9	5	2	3	3	6
m.12942	291	0	1	1	0	1	1	0	0	0	1	2	0	0	0	0	0
m.12945	765	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0
m.1296	468	2	3	3	1	1	1	2	1	1	3	4	3	0	2	2	1
m.12970	372	6	7	3	3	4	4	5	3	0	5	4	5	0	5	1	5
m.12976	264	1	0	1	2	1	0	0	0	1	1	4	1	0	0	0	3
m.12982	418	1	1	2	3	1	1	1	3	0	1	1	1	0	1	0	1
m.12989	486	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
m.12991	100	97	86	26	52	71	49	39	44	11	26	36	20	12	84	26	93
m.12999	500	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1
m.1301	177	3	17	6	12	7	4	8	7	6	14	4	4	4	8	5	6
m.13014	751	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	1
m.13018	452	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m.13026	699	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2
m.13039	212	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.13047	186	2	4	2	1	0	2	1	2	0	1	0	0	0	3	0	0
m.13050	236	6	3	5	1	2	1	1	0	1	1	1	1	0	1	0	1
m.13061	1080	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
m.13075	235	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0
m.13076	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.13082	610	0	0	0	0	2	0	0	0	0	0	1	3	0	0	1	2
m.13085	424	1	0	0	1	3	0	1	0	0	3	2	1	0	1	0	2
m.13089	190	2	2	2	2	1	1	2	1	1	3	2	1	2	2	2	2
m.13090	174	1	1	2	1	0	0	0	1	1	0	1	1	0	0	1	2
m.13091	557	0	2	2	0	1	1	0	0	0	1	1	1	0	1	1	1
m.13094	265	4	3	4	1	0	2	0	0	3	2	0	1	2	0	0	0
m.13107	529	1	1	0	1	2	0	0	0	0	1	3	0	0	1	0	1
m.13119	549	1	2	3	1	3	1	3	2	4	6	5	4	2	4	3	4
m.13120	421	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m.13131	436	3	3	3	3	3	2	5	2	1	3	3	3	0	2	2	2
m.13133	304	15	14	4	7	8	6	4	7	1	10	11	6	1	8	2	1
m.13136	222	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
m.13173	263	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
m.13180	357	4	5	5	3	5	3	4	4	0	4	2	2	0	2	1	1
m.13191	264	2	3	3	3	2	2	1	3	1	4	1	2	1	1	1	1
m.13193	278	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
m.13197	189	1	2	0	3	4	0	1	0	0	2	2	1	0	2	0	3
m.132	146	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m.13206	240	3	3	6	5	3	6	2	4	4	4	3	3	5	3	2	4
m.1321	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.13222	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.13223	119	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m.13226	326	4	2	2	2	0	3	2	1	0	0	0	2	0	1	0	2
m.13233	253	5	9	7	6	5	4	6	6	2	4	7	3	2	3	6	8
m.13240	197	2	3	2	1	1	0	1	0	4	2	1	0	2	1	1	1
m.13248	748	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0
m.13260	159	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
m.13278	257	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m.13287	313	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
m.13292	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.13295	297	2	1	1	0	1	0	0	1	0	2	0	0	0	1	0	1
m.13300	320	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
m.13314	295	5	9	6	3	6	3	2	1	8	12	5	1	3	4	4	5
m.13347	625	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
