-1.1575	0.075244	0.000000	0.075244
-1.1532	0.077832	0.000000	0.077832
-1.1489	0.080490	0.000000	0.080490
-1.1445	0.083219	0.000000	0.083219
-1.1402	0.086020	0.000000	0.086020
-1.1359	0.088894	0.000000	0.088894
-1.1316	0.091842	0.000000	0.091842
-1.1272	0.094866	0.000000	0.094866
-1.1229	0.097965	0.000000	0.097965
-1.1186	0.101141	0.000000	0.101141
-1.1143	0.104396	0.000000	0.104396
-1.1099	0.107729	0.000000	0.107729
-1.1056	0.111142	0.000000	0.111142
-1.1013	0.114636	0.000000	0.114636
-1.0970	0.118212	0.000000	0.118212
-1.0926	0.121870	0.000000	0.121870
-1.0883	0.125611	0.000000	0.125611
-1.0840	0.129436	0.000000	0.129436
-1.0797	0.133346	0.000000	0.133346
-1.0753	0.137341	0.000000	0.137341
-1.0710	0.141422	0.000000	0.141422
-1.0667	0.145589	0.000000	0.145589
-1.0624	0.149843	0.000000	0.149843
-1.0581	0.154185	0.000000	0.154185
-1.0537	0.158614	0.000000	0.158614
-1.0494	0.163132	0.000000	0.163132
-1.0451	0.167739	0.000000	0.167739
-1.0408	0.172434	0.000000	0.172434
-1.0364	0.177218	0.000000	0.177218
-1.0321	0.182092	0.000000	0.182092
-1.0278	0.187055	0.000000	0.187055
-1.0235	0.192107	0.000000	0.192107
-1.0191	0.197248	0.000000	0.197248
-1.0148	0.202479	0.000000	0.202479
-1.0105	0.207799	0.000000	0.207799
-1.0062	0.213207	0.000000	0.213207
-1.0018	0.218704	0.000000	0.218704
-0.9975	0.224290	0.000000	0.224290
-0.9932	0.229962	0.000000	0.229962
-0.9889	0.235722	0.000000	0.235722
-0.9846	0.241569	0.000000	0.241569
-0.9802	0.247501	0.000000	0.247501
-0.9759	0.253518	0.000000	0.253518
-0.9716	0.259620	0.000000	0.259620
-0.9673	0.265805	0.000000	0.265805
-0.9629	0.272072	0.000000	0.272072
-0.9586	0.278421	0.000000	0.278421
-0.9543	0.284849	0.000000	0.284849
-0.9500	0.291356	0.000000	0.291356
-0.9456	0.297941	0.000000	0.297941
-0.9413	0.304602	0.000000	0.304602
-0.9370	0.311337	0.000147	0.311484
-0.9327	0.318145	0.000452	0.318596
-0.9283	0.325024	0.000758	0.325782
-0.9240	0.331973	0.001066	0.333039
-0.9197	0.338989	0.001375	0.340364
-0.9154	0.346070	0.001685	0.347756
-0.9110	0.353216	0.001995	0.355211
-0.9067	0.360422	0.002305	0.362727
-0.9024	0.367688	0.002614	0.370302
-0.8981	0.375010	0.002922	0.377933
-0.8938	0.382387	0.003228	0.385616
-0.8894	0.389816	0.003532	0.393348
-0.8851	0.397294	0.003833	0.401127
-0.8808	0.404819	0.004131	0.408950
-0.8765	0.412388	0.004425	0.416813
-0.8721	0.419998	0.004714	0.424712
-0.8678	0.427646	0.004999	0.432645
-0.8635	0.435329	0.005278	0.440608
-0.8592	0.443045	0.005552	0.448597
-0.8548	0.450789	0.005819	0.456608
-0.8505	0.458559	0.006079	0.464638
-0.8462	0.466352	0.006331	0.472683
-0.8419	0.474164	0.006576	0.480740
-0.8375	0.481991	0.006812	0.488804
-0.8332	0.489831	0.007040	0.496871
-0.8289	0.497679	0.007258	0.504937
-0.8246	0.505532	0.007466	0.512998
-0.8202	0.513386	0.007664	0.521050
-0.8159	0.521237	0.007852	0.529089
-0.8116	0.529082	0.008028	0.537110
-0.8073	0.536917	0.008193	0.545110
-0.8030	0.544738	0.008346	0.553084
-0.7986	0.552540	0.008487	0.561027
-0.7943	0.560321	0.008615	0.568936
-0.7900	0.568075	0.008731	0.576805
-0.7857	0.575798	0.008833	0.584632
-0.7813	0.583488	0.008922	0.592410
-0.7770	0.591138	0.008998	0.600136
-0.7727	0.598746	0.009060	0.607806
-0.7684	0.606307	0.009108	0.615415
-0.7640	0.613816	0.009142	0.622958
-0.7597	0.621270	0.009161	0.630432
-0.7554	0.628665	0.009167	0.637831
-0.7511	0.635995	0.009158	0.645153
-0.7467	0.643257	0.009135	0.652391
-0.7424	0.650446	0.009097	0.659543
-0.7381	0.657559	0.009046	0.666604
-0.7338	0.664590	0.008980	0.673570
-0.7295	0.671536	0.008900	0.680436
-0.7251	0.678393	0.008806	0.687199
-0.7208	0.685155	0.008699	0.693854
-0.7165	0.691820	0.008578	0.700399
-0.7122	0.698383	0.008445	0.706827
-0.7078	0.704839	0.008298	0.713137
-0.7035	0.711185	0.008139	0.719324
-0.6992	0.717417	0.007968	0.725385
-0.6949	0.723530	0.007785	0.731316
-0.6905	0.729521	0.007591	0.737113
-0.6862	0.735386	0.007387	0.742773
-0.6819	0.741121	0.007172	0.748293
-0.6776	0.746722	0.006948	0.753670
-0.6732	0.752186	0.006715	0.758901
-0.6689	0.757508	0.006474	0.763982
-0.6646	0.762686	0.006225	0.768911
-0.6603	0.767716	0.005969	0.773685
-0.6559	0.772594	0.005708	0.778302
